TicketID,CustomerID,OpenedDate,Category,Priority,ResolutionHours,SatisfactionScore
T21374,C1385,2024-07-24,Billing,Medium,39.0,8.0
T21375,C1291,2024-03-20,Technical,Medium,25.1,7.0
T21376,C1160,2023-09-18,Feature Request,Medium,37.6,4.0
T21377,C1031,2023-12-15,Onboarding,Medium,33.8,3.0
T21378,C1278,2024-12-16,Technical,Medium,44.2,8.0
T21379,C1385,2024-02-24,Onboarding,Medium,42.3,4.0
T21380,C1117,2024-02-22,Technical,Low,57.3,3.0
T21381,C1403,2023-07-15,Onboarding,Medium,19.5,8.0
T21382,C1248,2024-01-16,Outage,Low,59.3,2.0
T21383,C1195,2024-01-14,Feature Request,Low,59.2,4.0
T21384,C1327,2024-11-23,Technical,Medium,26.6,3.0
T21385,C1272,2023-01-30,Outage,Low,49.9,3.0
T21386,C1414,2024-09-06,Technical,Medium,13.7,8.0
T21387,C1197,2024-02-18,Billing,Low,52.5,6.0
T21388,C1072,2023-09-05,Technical,Medium,22.9,7.0
T21389,C1141,2024-05-20,Billing,Medium,25.9,5.0
T21390,C1114,2023-06-06,Feature Request,Medium,43.0,5.0
T21391,C1416,2024-04-24,Outage,Low,48.8,7.0
T21392,C1333,2023-11-22,Feature Request,Low,62.9,2.0
T21393,C1249,2024-10-14,Outage,Medium,26.8,5.0
T21394,C1235,2023-12-27,Technical,Low,53.9,2.0
T21395,C1320,2023-02-12,Feature Request,Low,62.7,3.0
T21396,C1257,2023-03-14,Outage,Low,63.5,3.0
T21397,C1355,2023-09-01,Onboarding,Low,65.4,5.0
T21399,C1034,2024-02-19,Billing,Critical,5.4,7.0
T21400,C1361,2024-12-21,Technical,Medium,24.1,5.0
